Name,Behavior,Storage,FileSpec,FileSpecSustain,FileSpecRelease,Template,Loadspec,Secondary,SustainAlias,ReleaseAlias,Bus,VolumeGroup,DuckGroup,Duck,ReverbSend,CenterSend,VolMin,VolMax,DistMin,DistMaxDry,DistMaxWet,DryMinCurve,DryMaxCurve,WetMinCurve,WetMaxCurve,LimitCount,LimitType,EntityLimitCount,EntityLimitType,PitchMin,PitchMax,PriorityMin,PriorityMax,PriorityThresholdMin,PriorityThresholdMax,AmplitudePriority,PanType,Pan,Futz,Looping,RandomizeType,Probability,StartDelay,EnvelopMin,EnvelopMax,EnvelopPercent,OcclusionLevel,IsBig,DistanceLpf,FluxType,FluxTime,Subtitle,Doppler,ContextType,ContextValue,ContextType1,ContextValue1,ContextType2,ContextValue2,ContextType3,ContextValue3,Timescale,IsMusic,IsCinematic,FadeIn,FadeOut,Pauseable,StopOnEntDeath,Compression,StopOnPlay,DopplerScale,FutzPatch,VoiceLimit,IgnoreMaxDist,NeverPlayTwice,ContinuousPan,FileSource,FileSourceSustain,FileSourceRelease,FileTarget,FileTargetSustain,FileTargetRelease,Platform,Language,OutputDevices,PlatformMask,WiiUMono,StopAlias,DistanceLpfMin,DistanceLpfMax,FacialAnimationName,RestartContextLoops,SilentInCPZ,ContextFailsafe,GPAD,GPADOnly,MuteVoice,MuteMusic,RowSourceFileName,RowSourceShortName,RowSourceLineNumber

zmb_vocals_parasite_attack,,loaded,zmb\ai\parasite\vox\attack\vox_attack_00.wav,,,,,,,,BUS_VOICE,grp_voice,snp_x3,,40,0,90,92,1200,2450,3050,allon,default,allon,default,5,priority,2,reject,-300,300,70,90,0.25,1,no,3d,default,,nonlooping,,1,0,50,150,99,0.75,no,no,,0,,no,,,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
zmb_vocals_parasite_attack,,loaded,zmb\ai\parasite\vox\attack\vox_attack_01.wav,,,,,,,,BUS_VOICE,grp_voice,snp_x3,,40,0,90,92,1200,2450,3050,allon,default,allon,default,5,priority,2,reject,-300,300,70,90,0.25,1,no,3d,default,,nonlooping,,1,0,50,150,99,0.75,no,no,,0,,no,,,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
zmb_vocals_parasite_attack,,loaded,zmb\ai\parasite\vox\attack\vox_attack_02.wav,,,,,,,,BUS_VOICE,grp_voice,snp_x3,,40,0,90,92,1200,2450,3050,allon,default,allon,default,5,priority,2,reject,-300,300,70,90,0.25,1,no,3d,default,,nonlooping,,1,0,50,150,99,0.75,no,no,,0,,no,,,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
zmb_vocals_parasite_attack,,loaded,zmb\ai\parasite\vox\attack\vox_attack_03.wav,,,,,,,,BUS_VOICE,grp_voice,snp_x3,,40,0,90,92,1200,2450,3050,allon,default,allon,default,5,priority,2,reject,-300,300,70,90,0.25,1,no,3d,default,,nonlooping,,1,0,50,150,99,0.75,no,no,,0,,no,,,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
zmb_vocals_parasite_death,,loaded,zmb\ai\parasite\vox\death\vox_death_00.wav,,,,,,,,BUS_VOICE,grp_voice,snp_x3,,40,0,87,87,500,2450,3050,allon,default,rev65,default,3,priority,2,reject,-300,300,30,60,0.25,1,no,3d,default,,nonlooping,,1,0,24,74,85,0.5,no,no,,0,,no,,,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
zmb_vocals_parasite_death,,loaded,zmb\ai\parasite\vox\death\vox_death_01.wav,,,,,,,,BUS_VOICE,grp_voice,snp_x3,,40,0,87,87,500,2450,3050,allon,default,rev65,default,3,priority,2,reject,-300,300,30,60,0.25,1,no,3d,default,,nonlooping,,1,0,24,74,85,0.5,no,no,,0,,no,,,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
zmb_vocals_parasite_death,,loaded,zmb\ai\parasite\vox\death\vox_death_02.wav,,,,,,,,BUS_VOICE,grp_voice,snp_x3,,40,0,87,87,500,2450,3050,allon,default,rev65,default,3,priority,2,reject,-300,300,30,60,0.25,1,no,3d,default,,nonlooping,,1,0,24,74,85,0.5,no,no,,0,,no,,,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
zmb_vocals_parasite_death,,loaded,zmb\ai\parasite\vox\death\vox_death_03.wav,,,,,,,,BUS_VOICE,grp_voice,snp_x3,,40,0,87,87,500,2450,3050,allon,default,rev65,default,3,priority,2,reject,-300,300,30,60,0.25,1,no,3d,default,,nonlooping,,1,0,24,74,85,0.5,no,no,,0,,no,,,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
zmb_vocals_parasite_juke,,loaded,zmb\ai\parasite\vox\juke\vox_juke_00.wav,,,,,,,,BUS_VOICE,grp_voice,snp_x3,,40,0,79,79,500,2450,3050,allon,default,rev65,default,3,priority,2,reject,-300,300,30,60,0.25,1,no,3d,default,,nonlooping,,1,0,24,74,85,0.5,no,no,,0,,no,,,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
zmb_vocals_parasite_juke,,loaded,zmb\ai\parasite\vox\juke\vox_juke_01.wav,,,,,,,,BUS_VOICE,grp_voice,snp_x3,,40,0,79,79,500,2450,3050,allon,default,rev65,default,3,priority,2,reject,-300,300,30,60,0.25,1,no,3d,default,,nonlooping,,1,0,24,74,85,0.5,no,no,,0,,no,,,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
zmb_vocals_parasite_juke,,loaded,zmb\ai\parasite\vox\juke\vox_juke_02.wav,,,,,,,,BUS_VOICE,grp_voice,snp_x3,,40,0,79,79,500,2450,3050,allon,default,rev65,default,3,priority,2,reject,-300,300,30,60,0.25,1,no,3d,default,,nonlooping,,1,0,24,74,85,0.5,no,no,,0,,no,,,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
zmb_vocals_parasite_juke,,loaded,zmb\ai\parasite\vox\juke\vox_juke_03.wav,,,,,,,,BUS_VOICE,grp_voice,snp_x3,,40,0,79,79,500,2450,3050,allon,default,rev65,default,3,priority,2,reject,-300,300,30,60,0.25,1,no,3d,default,,nonlooping,,1,0,24,74,85,0.5,no,no,,0,,no,,,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
zmb_vocals_parasite_juke,,loaded,zmb\ai\parasite\vox\juke\vox_juke_04.wav,,,,,,,,BUS_VOICE,grp_voice,snp_x3,,40,0,79,79,500,2450,3050,allon,default,rev65,default,3,priority,2,reject,-300,300,30,60,0.25,1,no,3d,default,,nonlooping,,1,0,24,74,85,0.5,no,no,,0,,no,,,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
zmb_vocals_parasite_juke,,loaded,zmb\ai\parasite\vox\juke\vox_juke_05.wav,,,,,,,,BUS_VOICE,grp_voice,snp_x3,,40,0,79,79,500,2450,3050,allon,default,rev65,default,3,priority,2,reject,-300,300,30,60,0.25,1,no,3d,default,,nonlooping,,1,0,24,74,85,0.5,no,no,,0,,no,,,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
zmb_vocals_parasite_juke,,loaded,zmb\ai\parasite\vox\juke\vox_juke_06.wav,,,,,,,,BUS_VOICE,grp_voice,snp_x3,,40,0,79,79,500,2450,3050,allon,default,rev65,default,3,priority,2,reject,-300,300,30,60,0.25,1,no,3d,default,,nonlooping,,1,0,24,74,85,0.5,no,no,,0,,no,,,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
zmb_vocals_parasite_juke,,loaded,zmb\ai\parasite\vox\juke\vox_juke_07.wav,,,,,,,,BUS_VOICE,grp_voice,snp_x3,,40,0,79,79,500,2450,3050,allon,default,rev65,default,3,priority,2,reject,-300,300,30,60,0.25,1,no,3d,default,,nonlooping,,1,0,24,74,85,0.5,no,no,,0,,no,,,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
zmb_vocals_parasite_pain,,loaded,zmb\ai\parasite\vox\pain\vox_pain_00.wav,,,,,,,,BUS_VOICE,grp_voice,snp_x3,,40,0,70,70,500,2450,3050,allon,default,rev65,default,3,priority,2,reject,-300,300,30,60,0.25,1,no,3d,default,,nonlooping,,1,0,24,74,85,0.5,no,no,,0,,no,,,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
zmb_vocals_parasite_pain,,loaded,zmb\ai\parasite\vox\pain\vox_pain_01.wav,,,,,,,,BUS_VOICE,grp_voice,snp_x3,,40,0,70,70,500,2450,3050,allon,default,rev65,default,3,priority,2,reject,-300,300,30,60,0.25,1,no,3d,default,,nonlooping,,1,0,24,74,85,0.5,no,no,,0,,no,,,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
