Name,Behavior,Storage,FileSpec,FileSpecSustain,FileSpecRelease,Template,Loadspec,Secondary,SustainAlias,ReleaseAlias,Bus,VolumeGroup,DuckGroup,Duck,ReverbSend,CenterSend,VolMin,VolMax,DistMin,DistMaxDry,DistMaxWet,DryMinCurve,DryMaxCurve,WetMinCurve,WetMaxCurve,LimitCount,LimitType,EntityLimitCount,EntityLimitType,PitchMin,PitchMax,PriorityMin,PriorityMax,PriorityThresholdMin,PriorityThresholdMax,AmplitudePriority,PanType,Pan,Futz,Looping,RandomizeType,Probability,StartDelay,EnvelopMin,EnvelopMax,EnvelopPercent,OcclusionLevel,IsBig,DistanceLpf,FluxType,FluxTime,Subtitle,Doppler,ContextType,ContextValue,ContextType1,ContextValue1,ContextType2,ContextValue2,ContextType3,ContextValue3,Timescale,IsMusic,IsCinematic,FadeIn,FadeOut,Pauseable,StopOnEntDeath,Compression,StopOnPlay,DopplerScale,FutzPatch,VoiceLimit,IgnoreMaxDist,NeverPlayTwice,ContinuousPan,FileSource,FileSourceSustain,FileSourceRelease,FileTarget,FileTargetSustain,FileTargetRelease,Platform,Language,OutputDevices,PlatformMask,WiiUMono,StopAlias,DistanceLpfMin,DistanceLpfMax,FacialAnimationName,RestartContextLoops,SilentInCPZ,ContextFailsafe,GPAD,GPADOnly,MuteVoice,MuteMusic,RowSourceFileName,RowSourceShortName,RowSourceLineNumber


vox_brutus_enraged,,loaded,custom\Mario_Kart_Wii_Bowser\VO_KP_DMG_SPN.rwav.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,80,80,450,2000,3000,allon,default,allon,default,8,priority,8,oldest,0,0,50,90,0.25,1,no,3d,default,,nonlooping,,1,0,0,0,0,0.1,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,,,,no,no,no,no,no,no,no,,,,
vox_brutus_enraged,,loaded,custom\Mario_Kart_Wii_Bowser\VO_KP_DMG_SPN2.rwav.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,80,80,450,2000,3000,allon,default,allon,default,8,priority,8,oldest,0,0,50,90,0.25,1,no,3d,default,,nonlooping,,1,0,0,0,0,0.1,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,,,,no,no,no,no,no,no,no,,,,
vox_brutus_exert,,loaded,custom\Mario_Kart_Wii_Bowser\VO_KP_DSH.rwav.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,80,80,450,2000,3000,allon,default,allon,default,8,priority,8,oldest,0,0,50,90,0.25,1,no,3d,default,,nonlooping,,1,0,0,0,0,0.1,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,,,,no,no,no,no,no,no,no,,,,
vox_brutus_pain_yell,,loaded,custom\Mario_Kart_Wii_Bowser\VO_KP_DMG_L.rwav.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,80,80,450,2000,3000,allon,default,allon,default,8,priority,8,oldest,0,0,50,90,0.25,1,no,3d,default,,nonlooping,,1,0,0,0,0,0.1,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,,,,no,no,no,no,no,no,no,,,,
vox_brutus_pain_yell,,loaded,custom\Mario_Kart_Wii_Bowser\VO_KP_DMG_L2.rwav.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,80,80,450,2000,3000,allon,default,allon,default,8,priority,8,oldest,0,0,50,90,0.25,1,no,3d,default,,nonlooping,,1,0,0,0,0,0.1,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,,,,no,no,no,no,no,no,no,,,,


zmb_ai_brutus_swing,,loaded,custom\Mario_Kart_Wii_Bowser\VO_KP_ATK.rwav.wav,,,,,vox_brutus_exert,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,74,74,350,1250,1500,allon,default,allon,default,8,priority,8,oldest,0,0,55,95,0.25,1,no,3d,default,,nonlooping,,1,0,100,250,10,0.1,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,,,,no,no,no,no,no,no,no,,,,
zmb_ai_brutus_swing,,loaded,custom\Mario_Kart_Wii_Bowser\VO_KP_ATK2.rwav.wav,,,,,vox_brutus_exert,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,74,74,350,1250,1500,allon,default,allon,default,8,priority,8,oldest,0,0,55,95,0.25,1,no,3d,default,,nonlooping,,1,0,100,250,10,0.1,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,,,,no,no,no,no,no,no,no,,,,

