Name,Behavior,Storage,FileSpec,FileSpecSustain,FileSpecRelease,Template,Loadspec,Secondary,SustainAlias,ReleaseAlias,Bus,VolumeGroup,DuckGroup,Duck,ReverbSend,CenterSend,VolMin,VolMax,DistMin,DistMaxDry,DistMaxWet,DryMinCurve,DryMaxCurve,WetMinCurve,WetMaxCurve,LimitCount,LimitType,EntityLimitCount,EntityLimitType,PitchMin,PitchMax,PriorityMin,PriorityMax,PriorityThresholdMin,PriorityThresholdMax,AmplitudePriority,PanType,Pan,Futz,Looping,RandomizeType,Probability,StartDelay,EnvelopMin,EnvelopMax,EnvelopPercent,OcclusionLevel,IsBig,DistanceLpf,FluxType,FluxTime,Subtitle,Doppler,ContextType,ContextValue,ContextType1,ContextValue1,ContextType2,ContextValue2,ContextType3,ContextValue3,Timescale,IsMusic,IsCinematic,FadeIn,FadeOut,Pauseable,StopOnEntDeath,Compression,StopOnPlay,DopplerScale,FutzPatch,VoiceLimit,IgnoreMaxDist,NeverPlayTwice,ContinuousPan,FileSource,FileSourceSustain,FileSourceRelease,FileTarget,FileTargetSustain,FileTargetRelease,Platform,Language,OutputDevices,PlatformMask,WiiUMono,StopAlias,DistanceLpfMin,DistanceLpfMax,FacialAnimationName,RestartContextLoops,SilentInCPZ,ContextFailsafe,GPAD,GPADOnly,MuteVoice,MuteMusic,RowSourceFileName,RowSourceShortName,RowSourceLineNumber

spitter_vox_attack_distant,,,zm_borderlands\AI\alien_spitter\spitter_batch1_distant_attack_1.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,80,80,50,1000,1000,,,,,3,oldest,10,,1,1,,,,,,3d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spitter_vox_attack_distant,,,zm_borderlands\AI\alien_spitter\spitter_batch1_distant_attack_2.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,80,80,50,1000,1000,,,,,3,oldest,10,,1,1,,,,,,3d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spitter_vox_attack_distant,,,zm_borderlands\AI\alien_spitter\spitter_batch1_distant_attack_3.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,80,80,50,1000,1000,,,,,3,oldest,10,,1,1,,,,,,3d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

spitter_proj_exp,,,zm_borderlands\AI\alien_spitter\spitter_batch3_goop_projectile_1.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,80,80,50,1000,1000,,,,,3,oldest,10,,1,1,,,,,,3d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spitter_proj_exp,,,zm_borderlands\AI\alien_spitter\spitter_batch3_goop_projectile_2.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,80,80,50,1000,1000,,,,,3,oldest,10,,1,1,,,,,,3d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

spitter_fire,,,zm_borderlands\AI\alien_spitter\spitter_fire_01.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,80,80,50,1000,1000,,,,,3,oldest,10,,1,1,,,,,,3d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spitter_fire,,,zm_borderlands\AI\alien_spitter\spitter_fire_02.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,80,80,50,1000,1000,,,,,3,oldest,10,,1,1,,,,,,3d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spitter_fire,,,zm_borderlands\AI\alien_spitter\spitter_fire_03.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,80,80,50,1000,1000,,,,,3,oldest,10,,1,1,,,,,,3d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

spitter_jump,,,zm_borderlands\AI\alien_spitter\spitter_jump_01.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,80,80,50,700,700,,,,,3,oldest,10,,1,1,,,,,,3d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spitter_jump,,,zm_borderlands\AI\alien_spitter\spitter_jump_02.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,80,80,50,700,700,,,,,3,oldest,10,,1,1,,,,,,3d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
