Name,Behavior,Storage,FileSpec,FileSpecSustain,FileSpecRelease,Template,Loadspec,Secondary,SustainAlias,ReleaseAlias,Bus,VolumeGroup,DuckGroup,Duck,ReverbSend,CenterSend,VolMin,VolMax,DistMin,DistMaxDry,DistMaxWet,DryMinCurve,DryMaxCurve,WetMinCurve,WetMaxCurve,LimitCount,LimitType,EntityLimitCount,EntityLimitType,PitchMin,PitchMax,PriorityMin,PriorityMax,PriorityThresholdMin,PriorityThresholdMax,AmplitudePriority,PanType,Pan,Futz,Looping,RandomizeType,Probability,StartDelay,EnvelopMin,EnvelopMax,EnvelopPercent,OcclusionLevel,IsBig,DistanceLpf,FluxType,FluxTime,Subtitle,Doppler,ContextType,ContextValue,ContextType1,ContextValue1,ContextType2,ContextValue2,ContextType3,ContextValue3,Timescale,IsMusic,IsCinematic,FadeIn,FadeOut,Pauseable,StopOnEntDeath,Compression,StopOnPlay,DopplerScale,FutzPatch,VoiceLimit,IgnoreMaxDist,NeverPlayTwice,ContinuousPan,FileSource,FileSourceSustain,FileSourceRelease,FileTarget,FileTargetSustain,FileTargetRelease,Platform,Language,OutputDevices,PlatformMask,WiiUMono,StopAlias,DistanceLpfMin,DistanceLpfMax,FacialAnimationName,RestartContextLoops,SilentInCPZ,ContextFailsafe,GPAD,GPADOnly,MuteVoice,MuteMusic,RowSourceFileName,RowSourceShortName,RowSourceLineNumber


zmb_ai_ghost_attack,,loaded,zmb\ai\ghost\v2\attack\attack_00.wav,,,,,,,,BUS_FX,grp_foley,snp_foley,,50,0,85,85,250,1000,1200,allon,default,allon,default,3,priority,2,oldest,-200,200,10,50,0.15,1,no,3d,default,,nonlooping,,1,0,50,200,80,0.2,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
zmb_ai_ghost_attack,,loaded,zmb\ai\ghost\v2\attack\attack_01.wav,,,,,,,,BUS_FX,grp_foley,snp_foley,,50,0,85,85,250,1000,1200,allon,default,allon,default,3,priority,2,oldest,-200,200,10,50,0.15,1,no,3d,default,,nonlooping,,1,0,50,200,80,0.2,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
zmb_ai_ghost_drain,,loaded,zmb\ai\ghost\v2\drain.wav,,,,,,,,BUS_FX,grp_foley,snp_foley,,50,0,85,85,250,1000,1200,allon,default,allon,default,3,priority,2,oldest,-200,200,10,50,0.15,1,no,3d,default,,nonlooping,,1,0,50,200,80,0.2,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,

zmb_ai_ghost_death,,loaded,zmb\ai\ghost\v2\death.wav,,,,,,,,BUS_FX,grp_foley,snp_foley,,50,0,85,85,250,1000,1200,allon,default,allon,default,3,priority,2,oldest,-200,200,10,50,0.15,1,no,3d,default,,nonlooping,,1,0,50,200,80,0.2,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,

zmb_ai_ghost_appear,,loaded,zmb\ai\ghost\appear.wav,,,,,,,,BUS_FX,grp_foley,snp_foley,,50,0,85,85,250,1000,1200,allon,default,allon,default,3,priority,2,oldest,-200,200,10,50,0.15,1,no,3d,default,,nonlooping,,1,0,50,200,80,0.2,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
zmb_ai_ghost_disappear,,loaded,zmb\ai\ghost\disappear.wav,,,,,,,,BUS_FX,grp_foley,snp_foley,,50,0,85,85,250,1000,1200,allon,default,allon,default,3,priority,2,oldest,-200,200,10,50,0.15,1,no,3d,default,,nonlooping,,1,0,50,200,80,0.2,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,

zmb_ai_ghost_loop,,loaded,zmb\ai\ghost\v2\ghost_loop.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,65,65,200,1500,2000,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,looping,,1,0,0,0,0,0.4,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,yes,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,

mus_ghostround_start_intro,,streamed,mus\zombie\buried\ghost\ghost_round_start_01_v1_mas.wav,,,,,,,,BUS_MUSIC,grp_music,snp_movie,cmn_duck_underscore,0,0,98,98,0,10000,10000,allon,default,allon,default,1,oldest,8,oldest,0,0,100,100,0,1,no,2d,music_all,,nonlooping,,1,0,0,0,0,0.25,no,yes,,0,,no,,,,,,,,,no,yes,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
mus_ghostround_loop_intro,,streamed,mus\zombie\buried\ghost\ghost_round_loop_v2_mas.wav,,,,,,,,BUS_MUSIC,grp_music,snp_movie,cmn_duck_underscore,0,0,97,97,0,10000,10000,allon,default,allon,default,1,oldest,8,oldest,0,0,100,100,0,1,no,2d,music_all,,looping,,1,0,0,0,0,0.25,no,yes,,0,,no,,,,,,,,,no,yes,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
mus_ghostround_end_intro,,streamed,mus\zombie\buried\ghost\ghost_round_end_02_v1_mas.wav,,,,,,,,BUS_MUSIC,grp_music,snp_movie,cmn_duck_underscore,0,0,98,98,0,10000,10000,allon,default,allon,default,1,oldest,8,oldest,0,0,100,100,0,1,no,2d,music_all,,nonlooping,,1,0,0,0,0,0.25,no,yes,,0,,no,,,,,,,,,no,yes,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
