Name,Behavior,Storage,FileSpec,FileSpecSustain,FileSpecRelease,Template,Loadspec,Secondary,SustainAlias,ReleaseAlias,Bus,VolumeGroup,DuckGroup,Duck,ReverbSend,CenterSend,VolMin,VolMax,DistMin,DistMaxDry,DistMaxWet,DryMinCurve,DryMaxCurve,WetMinCurve,WetMaxCurve,LimitCount,LimitType,EntityLimitCount,EntityLimitType,PitchMin,PitchMax,PriorityMin,PriorityMax,PriorityThresholdMin,PriorityThresholdMax,AmplitudePriority,PanType,Pan,Futz,Looping,RandomizeType,Probability,StartDelay,EnvelopMin,EnvelopMax,EnvelopPercent,OcclusionLevel,IsBig,DistanceLpf,FluxType,FluxTime,Subtitle,Doppler,ContextType,ContextValue,ContextType1,ContextValue1,ContextType2,ContextValue2,ContextType3,ContextValue3,Timescale,IsMusic,IsCinematic,FadeIn,FadeOut,Pauseable,StopOnEntDeath,Compression,StopOnPlay,DopplerScale,FutzPatch,VoiceLimit,IgnoreMaxDist,NeverPlayTwice,ContinuousPan,FileSource,FileSourceSustain,FileSourceRelease,FileTarget,FileTargetSustain,FileTargetRelease,Platform,Language,OutputDevices,PlatformMask,WiiUMono,StopAlias,DistanceLpfMin,DistanceLpfMax,FacialAnimationName,RestartContextLoops,SilentInCPZ,ContextFailsafe,GPAD,GPADOnly,MuteVoice,MuteMusic,RowSourceFileName,RowSourceShortName,RowSourceLineNumber
#MANGLER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_raz_mangler_charge,,loaded,zmb\ai\raz\mangler\charge\raz_gun_charge.wav,,,,,,,,BUS_FX,grp_weapon_3p,snp_wpn_3p,,65,0,81,81,500,2000,2500,defaultmin,default,alloff,rcurve3,3,priority,1,oldest,0,0,40,90,0.25,0.8,no,3d,default,,nonlooping,,1,0,1500,12000,0,0.5,no,yes,,0,,no,water,over,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,2500,4000,,no,no,no,no,no,no,no,,,,
wpn_raz_mangler_fire,,loaded,zmb\ai\raz\mangler\shot\fire_00.wav,,,,,wpn_raz_mangler_fire_lfe,,,BUS_FX,grp_weapon_3p,snp_wpn_3p,,65,0,90,90,500,2000,2500,defaultmin,default,alloff,rcurve3,3,priority,1,oldest,0,0,40,90,0.25,0.8,no,3d,default,,nonlooping,,1,0,1500,12000,0,0.5,no,yes,,0,,no,water,over,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,2500,4000,,no,no,no,no,no,no,no,,,,
wpn_raz_mangler_fire,,loaded,zmb\ai\raz\mangler\shot\fire_01.wav,,,,,wpn_raz_mangler_fire_lfe,,,BUS_FX,grp_weapon_3p,snp_wpn_3p,,65,0,90,90,500,2000,2500,defaultmin,default,alloff,rcurve3,3,priority,1,oldest,0,0,40,90,0.25,0.8,no,3d,default,,nonlooping,,1,0,1500,12000,0,0.5,no,yes,,0,,no,water,over,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,2500,4000,,no,no,no,no,no,no,no,,,,
wpn_raz_mangler_fire,,loaded,zmb\ai\raz\mangler\shot\fire_02.wav,,,,,wpn_raz_mangler_fire_lfe,,,BUS_FX,grp_weapon_3p,snp_wpn_3p,,65,0,90,90,500,2000,2500,defaultmin,default,alloff,rcurve3,3,priority,1,oldest,0,0,40,90,0.25,0.8,no,3d,default,,nonlooping,,1,0,1500,12000,0,0.5,no,yes,,0,,no,water,over,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,2500,4000,,no,no,no,no,no,no,no,,,,
wpn_raz_mangler_fire,,loaded,zmb\ai\raz\mangler\shot\fire_03.wav,,,,,wpn_raz_mangler_fire_lfe,,,BUS_FX,grp_weapon_3p,snp_wpn_3p,,65,0,90,90,500,2000,2500,defaultmin,default,alloff,rcurve3,3,priority,1,oldest,0,0,40,90,0.25,0.8,no,3d,default,,nonlooping,,1,0,1500,12000,0,0.5,no,yes,,0,,no,water,over,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,2500,4000,,no,no,no,no,no,no,no,,,,
wpn_raz_mangler_fire_flux_l,,loaded,mpl\killstreak\emp_turret\flux\emp_turret_flux_00.wav,,,,,wpn_raz_mangler_fire_flux_r,,,BUS_FX,grp_weapon_decay_3p,snp_wpn_3p_decay,,50,0,71,74,500,6000,6000,defaultmin,default,alloff,default,1,priority,1,oldest,-25,25,20,70,0.15,1,no,3d,default,,nonlooping,,1,50,100,600,0,0.4,no,no,left_shot,4000,,no,ringoff_plr,outdoor,,,,,,,yes,no,no,500,150,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
wpn_raz_mangler_fire_flux_l,,loaded,mpl\killstreak\emp_turret\flux\emp_turret_flux_01.wav,,,,,wpn_raz_mangler_fire_flux_r,,,BUS_FX,grp_weapon_decay_3p,snp_wpn_3p_decay,,50,0,71,74,500,6000,6000,defaultmin,default,alloff,default,1,priority,1,oldest,-25,25,20,70,0.15,1,no,3d,default,,nonlooping,,1,50,100,600,0,0.4,no,no,left_shot,4000,,no,ringoff_plr,outdoor,,,,,,,yes,no,no,500,150,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
wpn_raz_mangler_fire_flux_l,,loaded,mpl\killstreak\emp_turret\flux\emp_turret_flux_02.wav,,,,,wpn_raz_mangler_fire_flux_r,,,BUS_FX,grp_weapon_decay_3p,snp_wpn_3p_decay,,50,0,71,74,500,6000,6000,defaultmin,default,alloff,default,1,priority,1,oldest,-25,25,20,70,0.15,1,no,3d,default,,nonlooping,,1,50,100,600,0,0.4,no,no,left_shot,4000,,no,ringoff_plr,outdoor,,,,,,,yes,no,no,500,150,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
wpn_raz_mangler_fire_flux_r,,loaded,mpl\killstreak\emp_turret\flux\emp_turret_flux_00.wav,,,,,,,,BUS_FX,grp_weapon_decay_3p,snp_wpn_3p_decay,,50,0,71,74,500,6000,6000,defaultmin,default,alloff,default,1,priority,1,oldest,-25,25,20,70,0.15,1,no,3d,default,,nonlooping,,1,50,100,600,0,0.4,no,no,right_shot,4000,,no,ringoff_plr,outdoor,,,,,,,yes,no,no,500,150,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
wpn_raz_mangler_fire_flux_r,,loaded,mpl\killstreak\emp_turret\flux\emp_turret_flux_01.wav,,,,,,,,BUS_FX,grp_weapon_decay_3p,snp_wpn_3p_decay,,50,0,71,74,500,6000,6000,defaultmin,default,alloff,default,1,priority,1,oldest,-25,25,20,70,0.15,1,no,3d,default,,nonlooping,,1,50,100,600,0,0.4,no,no,right_shot,4000,,no,ringoff_plr,outdoor,,,,,,,yes,no,no,500,150,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
